epoch,step,test_loss,test_loss_X,test_loss_Y,test_mae,test_mae_X,test_mae_Y,test_notears,test_r2_X,test_r2_Y,train_loss,train_loss_X,train_loss_Y,train_mae,train_mae_X,train_mae_Y,train_notears,train_r2_X,train_r2_Y,val_loss,val_loss_X,val_loss_Y,val_mae,val_mae_X,val_mae_Y,val_notears,val_r2_X,val_r2_Y
0,23,,,,,,,,,,,,,,,,,,,0.42966559529304504,0.34085479378700256,0.08881077170372009,0.3078663945198059,0.4455796778202057,0.24830539524555206,0.0,-1.2102075815200806,-2.3259246349334717
0,23,,,,,,,,,,0.6500282883644104,0.46902453899383545,0.18100373446941376,0.4323505163192749,0.5672401189804077,0.37401071190834045,0.0,-2.0462987422943115,-5.989687442779541,,,,,,,,,
1,47,,,,,,,,,,,,,,,,,,,0.3272409737110138,0.2743077278137207,0.05293324589729309,0.2438116818666458,0.3937818109989166,0.17894959449768066,0.0,-0.7786988615989685,-0.9771337509155273
1,47,,,,,,,,,,0.5103783011436462,0.3890455663204193,0.12133267521858215,0.34439215064048767,0.4969889223575592,0.2783939838409424,0.0,-1.52677321434021,-3.6743719577789307,,,,,,,,,
2,71,,,,,,,,,,,,,,,,,,,0.26401805877685547,0.22286556661128998,0.04115251079201698,0.21691115200519562,0.3586746156215668,0.1555984765291214,0.0,-0.4451115131378174,-0.5350223183631897
2,71,,,,,,,,,,0.42004212737083435,0.3270588517189026,0.09298328310251236,0.30110684037208557,0.4520016312599182,0.23584488034248352,0.0,-1.1256556510925293,-2.582890510559082,,,,,,,,,
3,95,,,,,,,,,,,,,,,,,,,0.22031183540821075,0.18623203039169312,0.03407983109354973,0.1999918818473816,0.3342118263244629,0.14194175601005554,0.0,-0.2075728327035904,-0.26976048946380615
3,95,,,,,,,,,,0.34937673807144165,0.2749747037887573,0.07440204173326492,0.2708386182785034,0.4154936969280243,0.20827528834342957,0.0,-0.7864881753921509,-1.864290475845337,,,,,,,,,
4,119,,,,,,,,,,,,,,,,,,,0.1870298981666565,0.15660418570041656,0.03042571432888508,0.18935102224349976,0.3138687312602997,0.13549712300300598,0.0,-0.015457600355148315,-0.13285891711711884
4,119,,,,,,,,,,0.2914707660675049,0.23018233478069305,0.06128843501210213,0.24733145534992218,0.3837415874004364,0.18833404779434204,0.0,-0.49778732657432556,-1.3587733507156372,,,,,,,,,
