epoch,step,test_dec1_cross_entropy,test_dec1_self_entropy,test_dec2_cross_entropy,test_dec2_self_entropy,test_loss,test_loss_X,test_loss_Y,test_mae,test_mae_X,test_mae_Y,test_notears,test_r2_X,test_r2_Y,train_dec1_cross_entropy,train_dec1_self_entropy,train_dec2_cross_entropy,train_dec2_self_entropy,train_loss,train_loss_X,train_loss_Y,train_mae,train_mae_X,train_mae_Y,train_notears,train_r2_X,train_r2_Y,val_dec1_cross_entropy,val_dec1_self_entropy,val_dec2_cross_entropy,val_dec2_self_entropy,val_loss,val_loss_X,val_loss_Y,val_mae,val_mae_X,val_mae_Y,val_notears,val_r2_X,val_r2_Y
0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0595548152923584,0.0,-1.5774842500686646,0.0,375.425537109375,0.025219164788722992,0.025059249252080917,0.127870574593544,0.12835600972175598,0.12738512456417084,0.0,-0.0708150789141655,-0.0815366581082344
0,199,,,,,,,,,,,,,,-1.3056985139846802,0.0,-1.1008650064468384,0.0,14.476785659790039,0.4689735770225525,0.05974240228533745,0.34588858485221863,0.5070712566375732,0.18470600247383118,0.0,-18.59649085998535,-1.5140742063522339,,,,,,,,,,,,,
1,399,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5462239980697632,0.0,-1.581662893295288,0.0,183.87083435058594,0.03151264786720276,0.023851733654737473,0.13465847074985504,0.1444881558418274,0.1248287484049797,0.0,-0.345601886510849,-0.028697770088911057
1,399,,,,,,,,,,,,,,-0.8240034580230713,0.0,-1.156891107559204,0.0,8.80251693725586,0.04896094277501106,0.03595377504825592,0.16270700097084045,0.17412111163139343,0.151293084025383,0.0,-1.01112961769104,-0.49711236357688904,,,,,,,,,,,,,
2,599,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5085821747779846,0.0,-1.608442783355713,0.0,136.1685028076172,0.02723059244453907,0.023889685049653053,0.12925627827644348,0.13361907005310059,0.12489352375268936,0.0,-0.15853753685951233,-0.030084295198321342
2,599,,,,,,,,,,,,,,-0.6428794264793396,0.0,-1.1377497911453247,0.0,8.563691139221191,0.0396089181303978,0.03147769346833229,0.15076495707035065,0.15916191041469574,0.1423681080341339,0.0,-0.6269527077674866,-0.3069307208061218,,,,,,,,,,,,,
3,799,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.47559043765068054,0.0,-1.4891231060028076,0.0,235.59317016601562,0.026223892346024513,0.023755230009555817,0.1277417242527008,0.13085013628005981,0.12463334947824478,0.0,-0.11843742430210114,-0.024036109447479248
3,799,,,,,,,,,,,,,,-0.5784525871276855,0.0,-1.0451511144638062,0.0,5.510197639465332,0.036135442554950714,0.02995980717241764,0.14544792473316193,0.15180373191833496,0.1390920877456665,0.0,-0.48000648617744446,-0.24234554171562195,,,,,,,,,,,,,
4,999,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.40314269065856934,0.0,-0.8006669878959656,0.0,278.57550048828125,0.024907734245061874,0.02396336942911148,0.12616100907325745,0.12737038731575012,0.12495167553424835,0.0,-0.062373723834753036,-0.033427223563194275
4,999,,,,,,,,,,,,,,-0.5186466574668884,0.0,-0.9302916526794434,0.0,8.437732696533203,0.0340280681848526,0.0286441370844841,0.14168250560760498,0.1474577784538269,0.1359073519706726,0.0,-0.3895389139652252,-0.1846204549074173,,,,,,,,,,,,,
5,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43059414625167847,0.0,-0.6629737019538879,0.0,519.9967041015625,0.02371949516236782,0.023925773799419403,0.12452498078346252,0.12416321784257889,0.12488672882318497,0.0,-0.009493325836956501,-0.032045308500528336
5,1199,,,,,,,,,,,,,,-0.4930952191352844,0.0,-0.7153445482254028,0.0,11.018942832946777,0.0320386104285717,0.027942612767219543,0.13880853354930878,0.14344677329063416,0.1341702789068222,0.0,-0.3088001310825348,-0.15631639957427979,,,,,,,,,,,,,
