epoch,step,test_loss,test_loss_X,test_loss_Y,test_mae,test_mae_X,test_mae_Y,test_notears,test_r2_X,test_r2_Y,train_loss,train_loss_X,train_loss_Y,train_mae,train_mae_X,train_mae_Y,train_notears,train_r2_X,train_r2_Y,val_loss,val_loss_X,val_loss_Y,val_mae,val_mae_X,val_mae_Y,val_notears,val_r2_X,val_r2_Y
0,23,,,,,,,,,,,,,,,,,,,1.515568733215332,1.0874730348587036,0.4280957877635956,0.7120366096496582,0.893721342086792,0.6334579586982727,0.0,-6.051858425140381,-15.070003509521484
0,23,,,,,,,,,,1.9477996826171875,1.2602393627166748,0.6875603199005127,0.8371908664703369,0.9759176969528198,0.7771915793418884,0.0,-7.199198246002197,-25.51129913330078,,,,,,,,,
1,47,,,,,,,,,,,,,,,,,,,0.8542383313179016,0.6936933398246765,0.16054506599903107,0.4631069600582123,0.6922289729118347,0.36401164531707764,0.0,-3.498296022415161,-5.013809680938721
1,47,,,,,,,,,,1.2100253105163574,0.8681352734565735,0.3418898284435272,0.5957525372505188,0.7876030802726746,0.5127773284912109,0.0,-4.63572359085083,-12.11746597290039,,,,,,,,,
2,71,,,,,,,,,,,,,,,,,,,0.48669037222862244,0.41752687096595764,0.06916351616382599,0.29426154494285583,0.5033981204032898,0.2038099765777588,0.0,-1.70742666721344,-1.5626271963119507
2,71,,,,,,,,,,0.7763645648956299,0.58601313829422,0.19035150110721588,0.4342653155326843,0.6218642592430115,0.35312873125076294,0.0,-2.810238838195801,-6.3908915519714355,,,,,,,,,
3,95,,,,,,,,,,,,,,,,,,,0.29029253125190735,0.25356200337409973,0.03673051297664642,0.21889813244342804,0.38488736748695374,0.147107794880867,0.0,-0.6441696286201477,-0.36928534507751465
3,95,,,,,,,,,,0.5488792061805725,0.405243456363678,0.14363570511341095,0.35626351833343506,0.49707862734794617,0.2953610420227051,0.0,-1.6371474266052246,-4.551887035369873,,,,,,,,,
4,119,,,,,,,,,,,,,,,,,,,0.20115981996059418,0.1719270795583725,0.02923274040222168,0.1918688267469406,0.32866552472114563,0.13270427286624908,0.0,-0.11481219530105591,-0.08654949069023132
4,119,,,,,,,,,,0.44137319922447205,0.3151476979255676,0.12622547149658203,0.3214876651763916,0.43210041522979736,0.273647665977478,0.0,-1.047560453414917,-3.8712894916534424,,,,,,,,,
5,143,,,,,,,,,,,,,,,,,,,0.16287477314472198,0.13491977751255035,0.027954986318945885,0.18115057051181793,0.2975783348083496,0.13079555332660675,0.0,0.1251498907804489,-0.03827125206589699
5,143,,,,,,,,,,0.39027878642082214,0.2727258801460266,0.11755295842885971,0.3049641251564026,0.4002848267555237,0.26373788714408875,0.0,-0.7742628455162048,-3.5212862491607666,,,,,,,,,
