epoch,step,test_dec1_cross_entropy,test_dec1_self_entropy,test_dec2_cross_entropy,test_dec2_self_entropy,test_loss,test_loss_X,test_loss_Y,test_mae,test_mae_X,test_mae_Y,test_notears,test_r2_X,test_r2_Y,train_dec1_cross_entropy,train_dec1_self_entropy,train_dec2_cross_entropy,train_dec2_self_entropy,train_loss,train_loss_X,train_loss_Y,train_mae,train_mae_X,train_mae_Y,train_notears,train_r2_X,train_r2_Y,val_dec1_cross_entropy,val_dec1_self_entropy,val_dec2_cross_entropy,val_dec2_self_entropy,val_loss,val_loss_X,val_loss_Y,val_mae,val_mae_X,val_mae_Y,val_notears,val_r2_X,val_r2_Y
0,199,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.17301802337169647,0.6745144724845886,-0.15898634493350983,0.6843463182449341,1194.4588623046875,0.02938206121325493,0.025006651878356934,0.13333287835121155,0.13886620104312897,0.12779952585697174,0.0,-0.19128231704235077,-0.028235094621777534
0,199,,,,,,,,,,,,,,-0.7467926740646362,0.6754322052001953,-0.12924697995185852,0.6746702790260315,37.15185546875,0.14335912466049194,0.04919152334332466,0.22931961715221405,0.28292426466941833,0.17571501433849335,0.0,-5.070968151092529,-1.0793306827545166,,,,,,,,,,,,,
1,399,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3952209949493408,0.6744779944419861,-0.216903418302536,0.6840761303901672,578.7359619140625,0.02663361467421055,0.025105638429522514,0.1302575021982193,0.13241873681545258,0.1280962973833084,0.0,-0.0787864625453949,-0.032278019934892654
1,399,,,,,,,,,,,,,,-0.30913203954696655,0.6704090237617493,-0.33060845732688904,0.6770915389060974,64.84709167480469,0.049387384206056595,0.03281022235751152,0.16070759296417236,0.17572946846485138,0.14568576216697693,0.0,-1.0520116090774536,-0.38024115562438965,,,,,,,,,,,,,
2,599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6894896030426025,0.678347110748291,-0.07962362468242645,0.6851901412010193,396.517822265625,0.025476522743701935,0.025056414306163788,0.12862351536750793,0.12938381731510162,0.12786321341991425,0.0,-0.030484355986118317,-0.030188126489520073
2,599,,,,,,,,,,,,,,0.11366725713014603,0.672299325466156,-0.28624945878982544,0.6775829195976257,28.45505142211914,0.03722802922129631,0.028983309864997864,0.14575248956680298,0.15458029508590698,0.13692478835582733,0.0,-0.5351908206939697,-0.21483181416988373,,,,,,,,,,,,,
3,799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75047767162323,0.6803390979766846,0.34098246693611145,0.6833345890045166,456.2672119140625,0.024109411984682083,0.024677712470293045,0.12648974359035492,0.12589293718338013,0.1270865499973297,0.0,0.025186145678162575,-0.015011327341198921
3,799,,,,,,,,,,,,,,0.268500953912735,0.6746340394020081,-0.10398179292678833,0.6770398020744324,20.16590118408203,0.03209422528743744,0.027707982808351517,0.13890931010246277,0.14378707110881805,0.13403160870075226,0.0,-0.3279089629650116,-0.1617308408021927,,,,,,,,,,,,,
4,999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7262130975723267,0.6820259094238281,0.6249070763587952,0.6843826174736023,351.7803039550781,0.024156782776117325,0.0250606220215559,0.12700308859348297,0.1259462982416153,0.12805990874767303,0.0,0.022940462455153465,-0.030226562172174454
4,999,,,,,,,,,,,,,,0.3356136977672577,0.6763167381286621,0.1363891363143921,0.6770675182342529,22.70322036743164,0.02930396981537342,0.027056384831666946,0.13540391623973846,0.13826651871204376,0.13254116475582123,0.0,-0.20776958763599396,-0.1309974640607834,,,,,,,,,,,,,
5,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100237011909485,0.6812862157821655,0.6518917083740234,0.6850249767303467,333.9768371582031,0.02368277497589588,0.024752335622906685,0.12591686844825745,0.12477896362543106,0.12705473601818085,0.0,0.04197092354297638,-0.017516769468784332
5,1199,,,,,,,,,,,,,,0.3885544240474701,0.6770017743110657,0.2874314486980438,0.676902174949646,19.94939613342285,0.028218436986207962,0.02593635581433773,0.1326727718114853,0.13548515737056732,0.12986041605472565,0.0,-0.1651020646095276,-0.08794943988323212,,,,,,,,,,,,,
6,1399,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6704126000404358,0.6809846758842468,0.6655075550079346,0.6836796402931213,322.0453796386719,0.022600211203098297,0.02455517277121544,0.12435924261808395,0.12184926867485046,0.12686923146247864,0.0,0.08527083694934845,-0.010871394537389278
6,1399,,,,,,,,,,,,,,0.427207350730896,0.6765351295471191,0.3107238709926605,0.6757476329803467,17.71733856201172,0.02714606560766697,0.025253022089600563,0.13033245503902435,0.13246527314186096,0.1281997561454773,0.0,-0.12064111977815628,-0.057738471776247025,,,,,,,,,,,,,
7,1599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6910400986671448,0.6801945567131042,0.661639392375946,0.6830564737319946,263.147216796875,0.022641325369477272,0.025603722780942917,0.1253972351551056,0.1218128651380539,0.12898162007331848,0.0,0.08432244509458542,-0.05170828849077225
7,1599,,,,,,,,,,,,,,0.43320244550704956,0.6763601899147034,0.3270459473133087,0.6758570075035095,16.635047912597656,0.02620111219584942,0.023855680599808693,0.1273539513349533,0.1307450532913208,0.12396284192800522,0.0,-0.07876639068126678,0.0030743179377168417,,,,,,,,,,,,,
8,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.722077488899231,0.6777324080467224,0.6536321043968201,0.6827439069747925,201.26661682128906,0.02209417335689068,0.02535848692059517,0.12450794130563736,0.12036314606666565,0.12865275144577026,0.0,0.10471633821725845,-0.04184633120894432
8,1799,,,,,,,,,,,,,,0.4889049232006073,0.6746904253959656,0.28618454933166504,0.6750110387802124,15.028477668762207,0.02544221468269825,0.02245456725358963,0.12471267580986023,0.12866194546222687,0.12076340615749359,0.0,-0.04684112221002579,0.05876578763127327,,,,,,,,,,,,,
9,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7499602437019348,0.675224244594574,0.6553503274917603,0.675325870513916,130.55882263183594,0.020947923883795738,0.024433834478259087,0.12172360718250275,0.11718635261058807,0.12626086175441742,0.0,0.15082286298274994,-0.0049514747224748135
9,1999,,,,,,,,,,,,,,0.5213049054145813,0.67274010181427,0.27897757291793823,0.6736281514167786,11.377315521240234,0.024928290396928787,0.020535366609692574,0.12106586247682571,0.12743322551250458,0.11469843238592148,0.0,-0.029007624834775925,0.13660641014575958,,,,,,,,,,,,,
10,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7248600125312805,0.6720805168151855,0.6568626165390015,0.6597533226013184,98.05664825439453,0.020953547209501266,0.02612871676683426,0.12386182695627213,0.11735109239816666,0.13037258386611938,0.0,0.15270516276359558,-0.07347600907087326
10,2199,,,,,,,,,,,,,,0.5356736183166504,0.6713102459907532,0.25800538063049316,0.6620930433273315,8.576031684875488,0.02412213571369648,0.018319146707654,0.11672988533973694,0.12538757920265198,0.10807231068611145,0.0,0.0030218774918466806,0.2269170582294464,,,,,,,,,,,,,
11,2399,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6310727000236511,0.6698355674743652,0.6569037437438965,0.6417292952537537,79.27401733398438,0.01990988478064537,0.02428307756781578,0.12039085477590561,0.11432750523090363,0.1264542043209076,0.0,0.1943177431821823,-0.002014553640037775
11,2399,,,,,,,,,,,,,,0.5008983016014099,0.6688395142555237,0.20021656155586243,0.650178074836731,6.083990573883057,0.023617541417479515,0.015643810853362083,0.11159859597682953,0.12358501553535461,0.09961223602294922,0.0,0.021881060674786568,0.34078559279441833,,,,,,,,,,,,,
12,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533723771572113,0.6702630519866943,0.6171159148216248,0.6226503849029541,78.03253173828125,0.018584901466965675,0.02151552401483059,0.11469831317663193,0.1105344295501709,0.11886218935251236,0.0,0.24860261380672455,0.11496578902006149
12,2599,,,,,,,,,,,,,,0.45245474576950073,0.6667022109031677,0.10601193457841873,0.6341932415962219,5.089427471160889,0.02272883616387844,0.013077854178845882,0.1060633584856987,0.12147766351699829,0.09064903110265732,0.0,0.06401326507329941,0.4495049715042114,,,,,,,,,,,,,
13,2799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46311628818511963,0.6644502878189087,0.5961467027664185,0.6254621744155884,93.01824951171875,0.01822850853204727,0.020701859146356583,0.11340106278657913,0.10955116897821426,0.1172509416937828,0.0,0.2617533206939697,0.14500337839126587
13,2799,,,,,,,,,,,,,,0.4040234088897705,0.6658276915550232,0.043493855744600296,0.6298218369483948,5.351811408996582,0.021973416209220886,0.011311092413961887,0.10181233286857605,0.11943887919187546,0.08418572694063187,0.0,0.09601858258247375,0.5237281918525696,,,,,,,,,,,,,
14,2999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35265839099884033,0.6625548005104065,0.5771260261535645,0.6207886338233948,108.39096069335938,0.016611402854323387,0.0171152725815773,0.10531418770551682,0.10433003306388855,0.10629833489656448,0.0,0.32735884189605713,0.2943350374698639
14,2999,,,,,,,,,,,,,,0.3376010060310364,0.6630086302757263,-0.006529345642775297,0.6291729211807251,6.145221710205078,0.02118394337594509,0.009848246350884438,0.09774712473154068,0.11719634383916855,0.07829785346984863,0.0,0.12559479475021362,0.5836435556411743,,,,,,,,,,,,,
15,3199,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313429594039917,0.660610020160675,0.5684695839881897,0.61815345287323,151.41188049316406,0.01586763933300972,0.019599467515945435,0.10829387605190277,0.10223397612571716,0.11435380578041077,0.0,0.3563380539417267,0.1912892460823059
15,3199,,,,,,,,,,,,,,0.33266159892082214,0.6625663042068481,-0.021698977798223495,0.6287223696708679,7.183950901031494,0.02029763162136078,0.0090404711663723,0.09491477161645889,0.11463360488414764,0.07519586384296417,0.0,0.16396570205688477,0.619037389755249,,,,,,,,,,,,,
16,3399,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31285542249679565,0.6594135165214539,0.5195790529251099,0.6166446208953857,193.68692016601562,0.014927997253835201,0.01566285267472267,0.10075490176677704,0.09926456212997437,0.10224523395299911,0.0,0.3969546854496002,0.35954076051712036
16,3399,,,,,,,,,,,,,,0.27696868777275085,0.662873387336731,-0.052673861384391785,0.6253948211669922,9.795991897583008,0.019357960671186447,0.008905300870537758,0.09327282756567001,0.11213356256484985,0.07441212236881256,0.0,0.20265281200408936,0.6233295798301697,,,,,,,,,,,,,
17,3599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32727986574172974,0.6618941426277161,0.537062406539917,0.6208051443099976,237.03536987304688,0.014292320236563683,0.017273208126425743,0.10223796218633652,0.09696211665868759,0.10751381516456604,0.0,0.42264866828918457,0.2898004651069641
17,3599,,,,,,,,,,,,,,0.29636794328689575,0.6624609231948853,-0.047963034361600876,0.6265292167663574,12.249972343444824,0.018548229709267616,0.008280188776552677,0.09068296104669571,0.10964898020029068,0.07171706110239029,0.0,0.2318711280822754,0.6504390835762024,,,,,,,,,,,,,
18,3799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24257385730743408,0.6651802659034729,0.47325339913368225,0.6221334934234619,288.4390869140625,0.012074134312570095,0.013901046477258205,0.09269002825021744,0.0890287458896637,0.09635128825902939,0.0,0.5100281238555908,0.42477500438690186
18,3799,,,,,,,,,,,,,,0.251454621553421,0.6645181775093079,-0.06100787967443466,0.6314336657524109,14.829150199890137,0.017788931727409363,0.008019419386982918,0.08874116837978363,0.10692614316940308,0.07055618613958359,0.0,0.26565152406692505,0.662010133266449,,,,,,,,,,,,,
19,3999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2911878228187561,0.6669695377349854,0.39507293701171875,0.6328585147857666,357.235595703125,0.011319522745907307,0.012119838036596775,0.08783125877380371,0.08624155074357986,0.08942096680402756,0.0,0.5409864783287048,0.49833813309669495
19,3999,,,,,,,,,,,,,,0.27889683842658997,0.6663086414337158,-0.10190221667289734,0.634424090385437,18.298192977905273,0.016720715910196304,0.007407164201140404,0.08593139052391052,0.1037747859954834,0.06808789074420929,0.0,0.3085952401161194,0.6860648989677429,,,,,,,,,,,,,
20,4199,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34579795598983765,0.667614758014679,0.39911311864852905,0.6417753100395203,409.3509826660156,0.009958529844880104,0.011987805366516113,0.08478322625160217,0.08044429123401642,0.08912216871976852,0.0,0.5963186621665955,0.501465916633606
20,4199,,,,,,,,,,,,,,0.31509673595428467,0.6677458882331848,-0.15917494893074036,0.6404513716697693,22.34697723388672,0.01598760299384594,0.007245850749313831,0.0840643122792244,0.10108274221420288,0.06704586744308472,0.0,0.3374117314815521,0.6924741864204407,,,,,,,,,,,,,
21,4399,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28962528705596924,0.6641926765441895,0.32004353404045105,0.6493281722068787,432.524169921875,0.008836962282657623,0.0103126410394907,0.07901529222726822,0.07564324140548706,0.08238731324672699,0.0,0.6429264545440674,0.5740060806274414
21,4399,,,,,,,,,,,,,,0.33595263957977295,0.6661840081214905,-0.16483429074287415,0.6467563509941101,25.712844848632812,0.014626860618591309,0.006918683648109436,0.08128323405981064,0.09675385802984238,0.06581266224384308,0.0,0.3934270143508911,0.7080875635147095,,,,,,,,,,,,,
22,4599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42583468556404114,0.6632800102233887,0.19442038238048553,0.657504677772522,487.6829833984375,0.006735643371939659,0.007345424499362707,0.06690184772014618,0.06573563069105148,0.06806806474924088,0.0,0.7260262370109558,0.6952798366546631
22,4599,,,,,,,,,,,,,,0.3530326783657074,0.6639823913574219,-0.2137679159641266,0.6521337032318115,26.641603469848633,0.01382578257471323,0.006811701692640781,0.07948020845651627,0.09383518248796463,0.06512520462274551,0.0,0.4231768548488617,0.7119180560112,,,,,,,,,,,,,
23,4799,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5706595778465271,0.6597635746002197,0.10769646614789963,0.6634267568588257,533.2935791015625,0.006856679450720549,0.0072150989435613155,0.06694556027650833,0.0662418082356453,0.06764931231737137,0.0,0.7192611694335938,0.700918436050415
23,4799,,,,,,,,,,,,,,0.44074100255966187,0.6619597673416138,-0.1980665624141693,0.6538617014884949,29.658245086669922,0.013146022334694862,0.0065199825912714005,0.07769207656383514,0.09155067801475525,0.06383348256349564,0.0,0.4549388587474823,0.7241172194480896,,,,,,,,,,,,,
24,4999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5458648204803467,0.6578935384750366,0.16028374433517456,0.6625575423240662,564.5106811523438,0.005923871416598558,0.007290165405720472,0.06546590477228165,0.06167253479361534,0.06925928592681885,0.0,0.7587119340896606,0.6969067454338074
24,4999,,,,,,,,,,,,,,0.42906996607780457,0.6589153409004211,-0.22074636816978455,0.6567456126213074,31.70342254638672,0.012254510074853897,0.006349634379148483,0.07537304610013962,0.08781418949365616,0.06293187290430069,0.0,0.4920198321342468,0.7319109439849854,,,,,,,,,,,,,
25,5199,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5889880657196045,0.6556527614593506,0.09597527235746384,0.6641194224357605,735.3041381835938,0.0043124910444021225,0.00617563258856535,0.05803047493100166,0.05233447998762131,0.06372647732496262,0.0,0.8252308368682861,0.7442800998687744
25,5199,,,,,,,,,,,,,,0.47856804728507996,0.6575396060943604,-0.23777711391448975,0.6563639640808105,33.8144645690918,0.011355681344866753,0.006126401945948601,0.07320187985897064,0.08438839763402939,0.06201537698507309,0.0,0.5291857123374939,0.7415850162506104,,,,,,,,,,,,,
26,5399,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600451648235321,0.6504277586936951,0.14954356849193573,0.6663352847099304,3277.76904296875,0.004590155091136694,0.0075318412855267525,0.06289222836494446,0.054064176976680756,0.07172028720378876,0.0,0.8124291300773621,0.6864759922027588
26,5399,,,,,,,,,,,,,,0.4990661144256592,0.6537209153175354,-0.25194424390792847,0.6573624610900879,42.701080322265625,0.010710123926401138,0.00599673530086875,0.071551114320755,0.0817621722817421,0.061340127140283585,0.0,0.5533797740936279,0.7458343505859375,,,,,,,,,,,,,
27,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,0.612809419631958,0.6485228538513184,0.09294510632753372,0.6706897020339966,572.7947998046875,0.004003959707915783,0.00671240733936429,0.05795096233487129,0.04931814968585968,0.0665837898850441,0.0,0.8372058272361755,0.7214007377624512
